"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp3_plate12_BC13","huDistalExp3_plate12_BC13","Auto-reactivity",0.112271422562069,0.0542264977420421,-0.0689497777894869,0.359049534849509,0.435821314150865,0.484489165653014,0.356296420166279
"huDistalExp3_plate12_BC1","huDistalExp3_plate12_BC1","Auto-reactivity",0.141481382450847,-0.206965894779213,-0.137771626693207,0.197200214098165,0.317558131300271,0.168888941917443,0.157518630198013
"huDistalExp3_plate12_BC40","huDistalExp3_plate12_BC40","Auto-reactivity",0.106759651573777,0.163027888486745,0.0331221556070416,0.139883827948603,0.201489467969653,0.0916784532608746,0.209490248459857
"huDistalExp3_plate12_BC28","huDistalExp3_plate12_BC28","Auto-reactivity",0.201318469795973,0.0792347278293637,0.165603359578587,0.163715748223796,0.0734658696475303,0.132971448088327,0.0905751927157095
"huDistalExp3_plate12_BC33","huDistalExp3_plate12_BC33","Auto-reactivity",-0.00187325090949997,0.121145860396303,-0.0892023175843247,0.131924934866557,0.190832120032961,0.115099179387392,0.228163963411593
"huDistalExp3_plate12_BC44","huDistalExp3_plate12_BC44","Auto-reactivity",0.290119812735296,0.0841531261193124,0.14700988600405,0.214110947127558,0.0638701601797924,0.280882355333301,0.397049161701424
"huDistalExp3_plate12_BC48","huDistalExp3_plate12_BC48","Auto-reactivity",0.112616241210001,0.0398830655908913,-0.0316723786348317,0.263948881660268,0.0971797809373438,0.013994251923272,0.217798847263365
"huDistalExp3_plate12_BC34","huDistalExp3_plate12_BC34","Auto-reactivity",0.0676096102923557,0.19216555297683,0.218830540830635,0.350674432734637,0.147990942172849,0.106696253249176,0.0719096779793125
"huDistalExp3_plate12_BC20","huDistalExp3_plate12_BC20","Auto-reactivity",-0.0216694073843408,0.106766900536176,0.0667184712505653,0.250833346120157,0.0411371353088459,0.0956769008011653,0.204732314767745
"huDistalExp3_plate12_BC41","huDistalExp3_plate12_BC41","Auto-reactivity",-0.0138506085029075,0.115394208641017,0.157797540452669,0.262712804120326,0.306615642232755,0.154481446593539,0.159137131452835
"huDistalExp3_plate12_BC4","huDistalExp3_plate12_BC4","Auto-reactivity",-0.0531547751415439,-0.0484826705542688,-0.18805870711985,0.222292727005422,0.103335858138074,0.145280754088395,0.242992981491852
"huDistalExp3_plate12_BC19","huDistalExp3_plate12_BC19","Auto-reactivity",-0.069148131359745,0.17071412075383,0.0670964545730856,0.319541968441015,0.136336493574722,0.0324611904349487,0.169310309945285
"huDistalExp3_plate12_BC21","huDistalExp3_plate12_BC21","Auto-reactivity",0.11324051842628,0.184493713232076,0.08731694066485,0.351796403782659,0.0400044796788542,0.25943638930801,0.136843183622518
"huDistalExp3_plate12_BC2","huDistalExp3_plate12_BC2","Auto-reactivity",0.2247300222806,0.301161704617788,0.0799176776517747,0.565141788898641,0.345384934230761,0.47555955791835,0.564004815310388
"huDistalExp3_plate12_BC32","huDistalExp3_plate12_BC32","H1N1",0.163939760434764,0.46180249259041,0.0965732178487353,0.165376745189773,0.168213071870199,0.0669788488758839,0.375877641835535
"huDistalExp3_plate13_BC31","huDistalExp3_plate13_BC31","H1N1",-0.0918638093537943,0.168683615458685,0.0631714869393524,0.0708617467195356,0.0386258951528281,-0.218067691676785,-0.262362196463288
"huDistalExp3_plate13_BC57","huDistalExp3_plate13_BC57","H1N1",-0.0742955037699623,0.10056696900852,0.0847061866876761,0.122425706810355,0.160811186822257,-0.122284956229307,0.00589930954864959
"huDistalExp3_plate13_BC4","huDistalExp3_plate13_BC4","H1N1",0.0883685515160785,0.119738347903301,0.0710087741645801,0.199637481266415,0.292644593935022,0.123068959038105,0.147462513457481
"huDistalExp3_plate13_BC7","huDistalExp3_plate13_BC7","H1N1",0.0939552995734741,0.164389612774315,0.0368841883642976,0.0463313231636824,0.132299627339885,-0.0364062424807624,0.0664789625493801
"huDistalExp3_plate13_BC38","huDistalExp3_plate13_BC38","C.ALB",-0.061815465010043,0.33246542560873,0.201715037293536,-0.086731535260495,-0.118801695556724,-0.158734906983254,-0.103351700852162
"huDistalExp3_plate13_BC86","huDistalExp3_plate13_BC86","H1N1",-0.0624464282811656,0.155053275328173,-0.0139844954949013,0.17601781563873,0.119887393116735,-0.138586946534939,-0.146969464246683
"huDistalExp3_plate13_BC33","huDistalExp3_plate13_BC33","H1N1",0.106587947838328,0.159453036894757,0.0402752602223531,0.0933939650978928,0.12693205343614,-0.0186057637019735,0.0896886543653596
"huDistalExp3_plate13_BC66","huDistalExp3_plate13_BC66","H1N1",-0.0881557602046295,0.102742894101238,0.0560212431238275,-0.129781741915095,0.129695309597823,0.0660219437377735,0.103675448343521
"huDistalExp3_plate13_BC45","huDistalExp3_plate13_BC45","SARS-CoV-2",0.157930240180228,0.0739583027025962,-0.099361495340254,0.254123371171809,0.226121383501743,0.26876035016888,0.231233274274461
"huDistalExp3_plate13_BC72","huDistalExp3_plate13_BC72","H1N1",-0.28397844935855,0.103795579252018,-0.104612966960703,0.08179114449706,0.0273967659257056,-0.148912907711325,0.0248634488881935
"huDistalExp3_plate13_BC20","huDistalExp3_plate13_BC20","H1N1",0.00959937027402658,0.227172488485998,0.193611624804061,0.289391986415895,0.146983153987391,-0.0930299600791608,-0.017858883185874
"huDistalExp3_plate13_BC69","huDistalExp3_plate13_BC69","H1N1",-0.0734987241354531,0.0263088203780029,0.0648999085989898,-0.0887948432225653,0.165537411133475,-0.183558135360563,0.117322080947554
"huDistalExp3_plate13_BC40","huDistalExp3_plate13_BC40","H1N1",-0.0957965907916434,0.0136014694918734,0.0449424964294312,0.205984383433241,0.00391835737210111,0.0931467534461448,0.0683501260798232
"huDistalExp3_plate13_BC78","huDistalExp3_plate13_BC78","H1N1",0.0150472303302943,0.279886292713231,0.143531083565708,0.443262228187079,0.293056417649876,-0.0870556422247625,0.0926338879612816
"huDistalExp3_plate13_BC8","huDistalExp3_plate13_BC8","H1N1",-0.0362281301493325,-0.166934006270788,-0.0711679359739685,0.177907420212186,-0.0491916863451013,-0.232023496369324,-0.167362216878007
"huDistalExp3_plate13_BC74","huDistalExp3_plate13_BC74","H1N1",-0.0897167973879275,0.156351317772888,-0.0870354221272993,0.054526202126806,-0.222663609837293,-0.23667518436492,-0.175165170998182
"huDistalExp3_plate13_BC92","huDistalExp3_plate13_BC92","H1N1",0.0376774948088459,0.356655874252807,-0.0329438062967077,-0.150809512054304,0.0939517812755292,0.109298427938934,0.146661646146031
"huDistalExp3_plate13_BC81","huDistalExp3_plate13_BC81","H1N1",-0.016901903421859,0.0981050308386747,-0.0222102837308662,-0.105940780015713,-0.043978703313021,-0.207061303310615,-0.0900059809262544
"huDistalExp3_plate13_BC89","huDistalExp3_plate13_BC89","H1N1",-0.0929960437785959,0.0489341114324019,0.0140962537091782,-0.0705931503269009,0.138367899988445,0.111190588170946,-0.0280034497295985
"huDistalExp3_plate13_BC10","huDistalExp3_plate13_BC10","H1N1",-0.0905683390969598,0.0970871789180099,0.0324099086485126,-0.0336551974605788,0.110094015368363,-0.112392550150161,-0.108498438729498
"huDistalExp3_plate13_BC18","huDistalExp3_plate13_BC18","H1N1",-0.098345586363491,0.345056977207825,0.0426634697413231,0.055382155085671,0.187543656436972,-0.00998126916699615,-0.0730675213184656
"huDistalExp3_plate13_BC9","huDistalExp3_plate13_BC9","H1N1",0.0557893292907251,0.0882120955531115,-0.0327277285135712,0.0673374970138372,0.182281154746349,-0.0275827074035193,0.000864240561791352
"huDistalExp3_plate13_BC80","huDistalExp3_plate13_BC80","H1N1",-0.0183402528767588,0.204911598043661,0.0354054204623942,0.364702843566869,0.199030140868079,0.0162157338706777,0.130182089840479
"huDistalExp3_plate13_BC1","huDistalExp3_plate13_BC1","H1N1",0.10739784948815,0.145929603806713,0.0404503975948178,0.2074455238044,0.250734256147352,0.035267545118798,0.197760208089813
"huDistalExp3_plate13_BC64","huDistalExp3_plate13_BC64","H1N1",-0.0843799166393184,0.0889869072889049,-0.0081299364304992,0.0316701869028206,-0.00418438459998116,-0.0720489361841231,-0.00891698229669824
"huDistalExp3_plate13_BC47","huDistalExp3_plate13_BC47","SARS-CoV-2",0.0531728036124176,0.122141907205268,-0.0628978775186383,0.0334257184061518,0.076007868448433,0.157007189026686,0.0618537624860871
"huDistalExp3_plate13_BC5","huDistalExp3_plate13_BC5","H1N1",0.0402736218519706,0.202098538930039,0.0407172045351978,0.293014137610767,0.217548434912505,0.0285754433773701,0.109943572448966
"huDistalExp3_plate13_BC2","huDistalExp3_plate13_BC2","SARS-CoV-2",-0.0166474547335745,0.199607572634046,-0.0796822439083386,-0.0255210117518041,0.13462714785814,-0.174549866424976,-0.0597918475116295
"huDistalExp3_plate13_BC70","huDistalExp3_plate13_BC70","H1N1",0.157140308880093,0.263658589940512,0.116150585047302,0.45978205594305,0.144641349218086,0.252706990687307,-0.0180676664775009
"huDistalExp3_plate13_BC58","huDistalExp3_plate13_BC58","H1N1",0.327905792843466,0.341139691673732,0.320112771409177,0.596253753467127,0.504668215183188,0.106664307944928,0.154843454165109
"huDistalExp3_plate13_BC63","huDistalExp3_plate13_BC63","SARS-CoV-2",-0.0726044945060763,0.362288232647616,0.0203647737776058,0.224794021916501,0.274552367688528,-0.00491900809835721,0.0573117451799994
"huDistalExp3_plate13_BC94","huDistalExp3_plate13_BC94","H1N1",0.0290513500120337,0.30618094295223,-0.0734021571885944,0.01010482739703,0.181393404616632,-0.0591033616651244,0.103855797247095
"huDistalExp3_plate13_BC34","huDistalExp3_plate13_BC34","H1N1",0.15800213010916,0.0290431516850971,0.0791785009779802,-0.0208355399797217,0.230268778035661,-0.125497294282556,-0.137504832955242
"huDistalExp3_plate13_BC56","huDistalExp3_plate13_BC56","H1N1",-0.083470217234883,-0.0340583994952043,-0.0565263150033327,-0.0818992020288412,0.0148418593169765,-0.141256551762563,-0.0964634040455619
"huDistalExp3_plate13_BC82","huDistalExp3_plate13_BC82","H1N1",-0.0603048342482232,0.21890515454646,-0.102714049411843,0.0735165739735146,0.0047189058240491,-0.0200679999807076,-0.106903511400937
"huDistalExp3_plate13_BC12","huDistalExp3_plate13_BC12","SARS-CoV-2",-0.133263804997718,-0.0787650336967672,-0.0936722331962867,0.237105539958938,-0.146759719942225,-0.215227882902447,-0.154023106870806
"huDistalExp3_plate13_BC65","huDistalExp3_plate13_BC65","Auto-reactivity",0.149073323060884,0.175023385627481,-0.0237568056295654,0.593546158641427,0.513919745352486,0.253588425690132,0.211914681508447
"huDistalExp3_plate13_BC75","huDistalExp3_plate13_BC75","H1N1",-0.0281867091417267,0.129098727503579,-0.0819834756525782,0.0824720593773322,0.059643132201731,0.0592863321111515,0.133389501109978
"huDistalExp3_plate13_BC23","huDistalExp3_plate13_BC23","H1N1",0.0505983600718392,0.431528219869354,0.0627674764639747,0.0720175891940071,0.369004340301246,-0.162637929887778,0.104657366340365
"huDistalExp3_plate13_BC39","huDistalExp3_plate13_BC39","H1N1",0.354026663981194,0.203839699268112,0.0019051105830728,0.258338410230189,0.155359221029187,-0.173294073121707,0.0705977730735353
"huDistalExp3_plate13_BC51","huDistalExp3_plate13_BC51","H1N1",-0.0828730639754972,-0.0241520537964232,0.0685604241517279,0.113131799273189,0.0303397221241527,-0.182206937780626,-0.0446600028561049
"huDistalExp3_plate13_BC54","huDistalExp3_plate13_BC54","H1N1",-0.231497786438354,0.059106566654436,-0.00666521310735613,-0.0128078365991557,0.1729753244801,-0.128650926899897,0.0402904644566637
"huDistalExp3_plate13_BC19","huDistalExp3_plate13_BC19","SARS-CoV-2",-0.110286023832241,0.0684894415388007,-0.000648817539421143,0.0957213338264726,0.0669370595275466,-0.079870612409618,-0.169194637836477
"huDistalExp3_plate13_BC27","huDistalExp3_plate13_BC27","H1N1",-0.220133610315023,0.0746816412991864,-0.0795152473525007,0.00652776457298421,0.0161100169972302,-0.0183614668727052,-0.151637888101109
"huDistalExp3_plate13_BC43","huDistalExp3_plate13_BC43","SARS-CoV-2",0.12292621225708,0.00410433388316356,-0.00315420378205855,0.142347719252042,0.311398738094256,0.057842101694854,0.0610149241754414
"huDistalExp3_plate13_BC37","huDistalExp3_plate13_BC37","Auto-reactivity",-0.00124944235987146,-0.0339568835299265,0.0290445950898423,0.304046181878937,0.232097826272732,0.22884818983528,0.203555828582503
"huDistalExp3_plate13_BC3","huDistalExp3_plate13_BC3","SARS-CoV-2",-0.0228583456367141,0.229304345471353,-0.0426341750004824,0.384739602549874,0.301798536518022,-0.125269011899964,0.089393286808701
"huDistalExp3_plate13_BC48","huDistalExp3_plate13_BC48","SARS-CoV-2",-0.0903654905816789,0.241747800248694,-0.0904450154126149,0.0409690679468309,0.0248985020111493,-0.053879117630475,-0.0248165235478955
"huDistalExp3_plate13_BC36","huDistalExp3_plate13_BC36","H1N1",0.0389945221529923,0.420901545149801,0.141970065544431,0.262330698187971,0.226332701365219,-0.00344544173276606,0.0280537112556637
"huDistalExp3_plate13_BC6","huDistalExp3_plate13_BC6","H1N1",0.141841196554322,0.254276162181687,0.120989153518659,0.155216711335174,0.14660077009525,-0.193932722786514,-0.0907990631647627
"huDistalExp3_plate13_BC16","huDistalExp3_plate13_BC16","H1N1",0.423807964445667,0.249799437920751,0.571706799253203,0.351396528479992,0.358351556405007,0.258181794009262,0.115474318823626
"huDistalExp3_plate13_BC42","huDistalExp3_plate13_BC42","H1N1",-0.0266101417489092,0.222147926581399,0.111509653927757,0.38074670663745,0.289938409232082,-0.0714134264268995,0.0118545680315455
"huDistalExp3_plate13_BC87","huDistalExp3_plate13_BC87","H1N1",0.179442359376968,0.211023260408111,0.0341724785924016,0.081747543980608,0.179476218397262,-0.125882140357141,-0.0625134225296907
"huDistalExp3_plate13_BC90","huDistalExp3_plate13_BC90","H1N1",-0.0220511252066478,0.105174651701145,-0.133499082857885,-0.0589604503828819,0.17917492402121,-0.164018300169032,0.00477112735103313
"huDistalExp3_plate13_BC22","huDistalExp3_plate13_BC22","H1N1",-0.0624583000296765,0.379957442635288,0.179405002493459,0.114695905261842,-0.110562989251426,-0.143482692296394,-0.123299426093553
"huDistalExp3_plate13_BC95","huDistalExp3_plate13_BC95","H1N1",-0.0485025694833967,0.190109379871693,0.0858661506397616,0.200839787968219,0.0717920023969891,-0.118825372452569,0.0432917670944242
"huDistalExp3_plate13_BC59","huDistalExp3_plate13_BC59","H1N1",0.000848963264747038,0.249846332475498,0.00175944612006729,0.0749422050522246,0.119821112854809,-0.172299310406463,-0.0437998487745255
"huDistalExp3_plate13_BC15","huDistalExp3_plate13_BC15","H1N1",-0.185676493665576,0.173203145379672,-0.1110018775298,0.0137877451916883,-0.191142189591775,-0.295782626075341,-0.230085043009629
"huDistalExp3_plate13_BC67","huDistalExp3_plate13_BC67","H1N1",0.0988109869985456,0.301973564714515,0.0469429772227996,0.293763537659126,0.221897369970412,0.0278076700884664,0.0714313385761358
"huDistalExp3_plate13_BC30","huDistalExp3_plate13_BC30","C.ALB",-0.0352688245427732,0.189992057684592,-0.0343051236492515,0.0815250270131411,0.18490791464526,0.101046540518309,-0.0902077320684264
"huDistalExp3_plate13_BC83","huDistalExp3_plate13_BC83","H1N1",0.213391934775364,0.147598366342933,0.0456088010491127,0.0650700176647201,-0.115203733661113,-0.198019240006595,-0.215798526017303
"huDistalExp3_plate13_BC32","huDistalExp3_plate13_BC32","H1N1",0.00183697618550138,0.229331417126498,0.0196455988714322,-0.0441110028441325,0.0163080219909916,-0.0947931094810253,-0.0606471043435837
"huDistalExp3_plate13_BC29","huDistalExp3_plate13_BC29","H1N1",0.278868105832033,0.205482839335378,0.170890061591032,0.156453565603368,0.211482304228693,-0.0776675184548895,-0.0102275674980072
"huDistalExp3_plate13_BC77","huDistalExp3_plate13_BC77","H1N1",0.242834481723692,0.165558688883093,0.110373269030568,0.302345987051269,0.32946195766505,0.00990156045298468,0.197013360421603
"huDistalExp3_plate14_BC12","huDistalExp3_plate14_BC12","H1N1",-0.119175318704253,0.0703251658300604,0.0151891576823103,-0.268290919494701,-0.00728396050131341,-0.0339031318320524,-0.0315570012188207
"huDistalExp3_plate14_BC28","huDistalExp3_plate14_BC28","Auto-reactivity",0.207115106406888,-0.0633674303969042,-0.0277448484751778,0.361933801141738,0.253362652515209,0.137053153252735,0.181804288467184
"huDistalExp3_plate14_BC38","huDistalExp3_plate14_BC38","H1N1",0.236806530499208,0.241958748494184,0.0841913458890435,0.377395096778986,0.104097023511228,-0.00949658518842872,-0.216220859193871
"huDistalExp3_plate15_BC68","huDistalExp3_plate15_BC68","Auto-reactivity",0.104904039224747,0.0633973322685503,-0.241803117019925,-0.0676092322792792,0.0964881501793241,-0.0273985821655004,-0.00322444630412622
"huDistalExp3_plate15_BC56","huDistalExp3_plate15_BC56","Auto-reactivity",0.088966542758781,0.0946664148855551,-0.13607130321553,0.213622160679012,0.365269868245363,0.17090465263841,0.064652717655432
"huDistalExp3_plate15_BC5","huDistalExp3_plate15_BC5","Auto-reactivity",-0.0459868621685099,0.062438155576145,-0.242854825694592,0.168408480625814,0.144128694834908,0.120319292073405,0.0588926666885259
"huDistalExp3_plate15_BC43","huDistalExp3_plate15_BC43","Auto-reactivity",0.161689640782743,-0.0239124683101176,-0.212144471363976,0.29768053769656,0.450464029669392,0.142447536354775,0.220918248543539
"huDistalExp3_plate15_BC66","huDistalExp3_plate15_BC66","Auto-reactivity",0.193814991206662,0.00275548379124735,-0.123839772214965,0.203372273887275,0.245944453687095,0.23976257606218,0.119486094850894
"huDistalExp3_plate15_BC42","huDistalExp3_plate15_BC42","Auto-reactivity",-0.00514422026815475,-0.0551440259545539,-0.179207915783676,0.110310736392412,0.136408780945725,0.165761120116047,0.32944722116646
"huDistalExp3_plate15_BC88","huDistalExp3_plate15_BC88","Auto-reactivity",0.431395880126532,-0.101554918143863,0.0192749692502581,0.352171254902595,0.235063474235159,0.325983366553654,0.358982470316627
"huDistalExp3_plate15_BC54","huDistalExp3_plate15_BC54","Auto-reactivity",0.0172737932273215,-0.115688601726977,-0.141944918065527,0.0973807568678435,-0.00752306451541185,0.11471720140276,0.0525323961936579
"huDistalExp3_plate15_BC18","huDistalExp3_plate15_BC18","Auto-reactivity",0.0251667216407394,-0.0605548178321448,-0.0419601294746964,0.144201402072994,-0.0467213692081186,0.110093114600988,0.0552363783888569
"huDistalExp3_plate15_BC92","huDistalExp3_plate15_BC92","Auto-reactivity",0.00739752117849746,-0.0814920669085105,0.0384512523554419,0.265256479952932,0.250336969921768,0.113384039279193,0.17123923960289
"huDistalExp3_plate15_BC55","huDistalExp3_plate15_BC55","Auto-reactivity",0.111776458417268,-0.0707194950151894,-0.0595180428262745,0.36089263191512,0.46204596311365,0.361230500674596,0.341672221131902
"huDistalExp3_plate15_BC91","huDistalExp3_plate15_BC91","Auto-reactivity",-0.0418342794199481,0.0150406476805058,-0.279223363391284,0.295819799731425,0.134648303858105,0.190743576373957,0.207878949888111
"huDistalExp3_plate15_BC84","huDistalExp3_plate15_BC84","Auto-reactivity",-0.014316734196698,0.117493302601158,-0.0941755130435053,0.355126920054493,0.206131383805509,0.194303401073809,0.145855161703833
"huDistalExp3_plate15_BC7","huDistalExp3_plate15_BC7","Auto-reactivity",0.0365666857910952,-0.021465908848924,-0.0233152005455644,0.11733308294296,0.251463422285359,-0.00622371917939746,-0.0534303564204444
"huDistalExp3_plate15_BC44","huDistalExp3_plate15_BC44","Auto-reactivity",0.356158886136957,0.263482478517042,-0.0605490571552185,0.412783699529767,0.556829556054249,0.386103025044161,0.552542082343325
"huDistalExp3_plate15_BC4","huDistalExp3_plate15_BC4","Auto-reactivity",0.331457164233547,-0.0301889634403704,-0.110993324976831,0.412040526929136,0.422636946164983,0.448302685955864,0.41258198085981
"huDistalExp3_plate15_BC57","huDistalExp3_plate15_BC57","Auto-reactivity",0.376493025181329,0.235456412613109,0.0552070732256862,0.62803509526152,0.653612394394511,0.54126383932999,0.507683593544172
"huDistalExp3_plate15_BC16","huDistalExp3_plate15_BC16","Auto-reactivity",0.29477798716529,0.10977762540178,0.195184961879477,0.397790260916505,0.469155916662515,0.301445730087686,0.419306029630477
"huDistalExp3_plate15_BC27","huDistalExp3_plate15_BC27","Auto-reactivity",-0.0959560019060371,0.109090710459381,-0.0895505974618287,0.212371907191586,0.178803457455001,0.0612894435379875,0.0664902262639349
"huDistalExp3_plate15_BC14","huDistalExp3_plate15_BC14","Auto-reactivity",-0.153263379884939,-0.0442089011360672,0.0498543155153408,0.310603523035659,0.331310351905008,-0.0985246530626984,0.00917697177134613
"huDistalExp3_plate15_BC78","huDistalExp3_plate15_BC78","Auto-reactivity",-0.121092438813239,-0.14751965713609,-0.1717242009522,0.231077979000552,0.16988557084371,-0.136486385460053,-0.152236836571276
"huDistalExp3_plate15_BC19","huDistalExp3_plate15_BC19","Auto-reactivity",0.38919293008493,0.238755856492382,-0.000989203860357502,0.604839995816207,0.603321865650958,0.572194617529101,0.682922172918328
"huDistalExp3_plate15_BC46","huDistalExp3_plate15_BC46","Auto-reactivity",-0.261748365574056,-0.0736036759386901,0.0514796337356168,0.10480446991072,0.0721982681196379,-0.00604960390832865,-0.00351537270876234
"huDistalExp3_plate15_BC31","huDistalExp3_plate15_BC31","Auto-reactivity",0.208402392571281,-0.0723581425676554,0.0363058657024732,0.489051100219467,0.451032822432359,0.43233975301739,0.44692977512911
"huDistalExp3_plate15_BC33","huDistalExp3_plate15_BC33","Auto-reactivity",0.293722829451534,-0.0728845704301812,-0.0683274455762584,0.280467369833034,0.424465224496673,0.368363034755491,0.408621624197858
"huDistalExp3_plate15_BC6","huDistalExp3_plate15_BC6","Auto-reactivity",0.215198721132021,0.0136439416305947,0.0552861750400792,0.336595309654321,0.443549653271746,0.436824606634133,0.273272274746684
"huDistalExp3_plate15_BC8","huDistalExp3_plate15_BC8","Auto-reactivity",-0.136300453429722,-0.00619406840232761,-0.145083408641489,0.365453479123871,0.080782133868614,0.0592493484617835,0.171865469733197
"huDistalExp3_plate15_BC69","huDistalExp3_plate15_BC69","Auto-reactivity",-0.244666394553331,-0.0435379737409112,-0.189013694178957,0.239862461480061,0.207827284986071,0.0370242960008765,-0.00682734923750361
"huDistalExp3_plate15_BC81","huDistalExp3_plate15_BC81","Auto-reactivity",-0.129260691680143,-0.0186741424736806,-0.15742607669763,0.493057131506177,0.378061339389004,0.0995570127821244,0.0668377537346233
"huDistalExp3_plate15_BC15","huDistalExp3_plate15_BC15","Auto-reactivity",0.259005842471826,0.0383970804478416,0.0257748314504376,0.466141139911412,0.288654640517963,0.285068208478591,0.287759168670048
"huDistalExp3_plate15_BC65","huDistalExp3_plate15_BC65","Auto-reactivity",0.0312977051660303,0.0556500054236786,-0.121965143467636,0.0881636836671258,0.179805549545792,0.0823292107041961,0.222507237997903
"huDistalExp3_plate15_BC38","huDistalExp3_plate15_BC38","Auto-reactivity",0.601446188091271,0.548747887334592,0.368649165957535,0.753638149187441,0.514652124360976,0.606192527359421,0.802295648584399
"huDistalExp3_plate15_BC86","huDistalExp3_plate15_BC86","Auto-reactivity",-0.0708239517633044,0.0137713351386812,-0.175869451765305,-0.04123116671472,0.0571926455478677,-0.117386155610114,-0.0114274094913441
"huDistalExp3_plate15_BC45","huDistalExp3_plate15_BC45","Auto-reactivity",0.299330316998554,0.00827371728316084,0.0217262832793407,0.466044889733479,0.490506398194473,0.566570969263192,0.613890671865235
"huDistalExp3_plate15_BC28","huDistalExp3_plate15_BC28","Auto-reactivity",0.121314313753869,0.20254532642572,0.00277139831503559,0.220831775260791,0.139701276302061,-0.0927015144846717,-0.0186237799234595
"huDistalExp3_plate15_BC41","huDistalExp3_plate15_BC41","Auto-reactivity",0.124620903447014,0.064433991936211,-0.1171640837418,0.238644785202927,0.121882334112492,0.274947727302291,0.147523546413963
"huDistalExp3_plate15_BC35","huDistalExp3_plate15_BC35","Auto-reactivity",0.139453339703463,-0.0345086674167058,-0.12034463292959,0.453636104664104,0.183859102357971,0.282649541077259,0.377742185957214
"huDistalExp3_plate15_BC89","huDistalExp3_plate15_BC89","Auto-reactivity",0.112497033965921,-0.0395624957189487,-0.0280849988169729,0.260093695746503,0.377012031553204,0.407309396347126,0.413135090928766
"huDistalExp3_plate15_BC76","huDistalExp3_plate15_BC76","Auto-reactivity",-0.0821218758878993,0.0788220925124773,-0.0774625287461939,0.398704785219197,0.391854616886771,0.239476279463049,0.204841220725077
"huDistalExp3_plate15_BC73","huDistalExp3_plate15_BC73","Auto-reactivity",-0.00769254447866685,0.0661844167955733,-0.101361671746053,0.32185744459838,0.446402504756148,0.446866895686098,0.486439167935764
"huDistalExp3_plate15_BC47","huDistalExp3_plate15_BC47","Auto-reactivity",0.0891695622839531,0.0100216185044526,-0.0203432153884767,0.42526867258604,0.553758310724818,0.357107803219382,0.455319169799146
"huDistalExp3_plate15_BC2","huDistalExp3_plate15_BC2","Auto-reactivity",-0.00978196535203879,0.26563657654047,0.114284585241913,0.464418090732215,0.450921375954862,0.205954594518274,0.146325995328825
"huDistalExp3_plate15_BC3","huDistalExp3_plate15_BC3","Auto-reactivity",-0.198534095297118,-0.0851343467927685,-0.0207768199690084,0.468100114659227,0.256772448267758,0.142349333581066,0.211474198712099
"huDistalExp3_plate15_BC26","huDistalExp3_plate15_BC26","SARS-CoV-2",0.0166851081742475,0.205446424165299,0.111301473686617,0.0896706208423457,-0.0645568962880469,-0.161740244962468,-0.0362694163421894
"huDistalExp3_plate15_BC1","huDistalExp3_plate15_BC1","Auto-reactivity",0.0445114895843881,-0.0706137171242548,0.167480948583071,0.46126411795164,0.446798716188936,0.273818000343482,0.341436122422602
"huDistalExp3_plate15_BC13","huDistalExp3_plate15_BC13","Auto-reactivity",-0.0170995808124829,0.238247596357142,-0.0686914336454396,0.121273944226548,0.231808974089246,-0.06228560457335,-0.0157034405485763
"huDistalExp3_plate15_BC37","huDistalExp3_plate15_BC37","Auto-reactivity",0.345705386671306,0.278686439651274,0.028963182183307,0.617408044834686,0.609280449088389,0.523710240180686,0.637441630206184
"huDistalExp3_plate15_BC64","huDistalExp3_plate15_BC64","Auto-reactivity",0.242484205657625,0.00470331148089553,-0.00649446189839287,0.641017196154698,0.763458286681226,0.439758828061736,0.560759817823884
"huDistalExp3_plate15_BC17","huDistalExp3_plate15_BC17","Auto-reactivity",0.118845187119641,0.118551496991998,-0.0443132207091628,0.616391892086931,0.433543365646511,0.173732142719182,0.254588603620293
"huDistalExp3_plate15_BC93","huDistalExp3_plate15_BC93","Auto-reactivity",0.0324943683784867,0.161197763542301,0.0305452475277154,0.458273130355938,0.171728177522766,0.238367190978818,0.28766859237845
"huDistalExp3_plate15_BC49","huDistalExp3_plate15_BC49","Auto-reactivity",0.125994270519772,0.0768094415082562,-0.0942761582700902,0.454275607740839,0.262038991572784,0.219759492678571,0.312418209901572
"huDistalExp3_plate15_BC59","huDistalExp3_plate15_BC59","Auto-reactivity",0.192038427713546,0.0973979564259921,-0.0525610161483409,0.322777973263866,0.513655145691172,0.248359709706449,0.395138405288886
"huDistalExp3_plate15_BC34","huDistalExp3_plate15_BC34","Auto-reactivity",-0.00466275423307672,0.213192434680587,-0.0292915887750031,0.472507229184527,0.314383597610753,0.179365844092325,0.391087557845799
"huDistalExp3_plate15_BC85","huDistalExp3_plate15_BC85","Auto-reactivity",0.0866960415706575,0.17911415160845,-0.0722219677373724,0.382944959438196,0.265246129152101,0.0586264791475005,0.254555458958092
