"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp3_plate15_BC60","huDistalExp3_plate15_BC60","Auto-reactivity",-0.0703032040220951,0.0804413306181406,-0.148541321326986,0.18287494694044,0.432022905087809,0.0453299909559368,0.0527674687673368
"huDistalExp3_plate15_BC48","huDistalExp3_plate15_BC48","Auto-reactivity",0.091798530431107,0.13774111460935,-0.0283569186027678,0.403344925852555,0.518114821295161,0.220649032570817,0.182701121733719
"huDistalExp3_plate15_BC9","huDistalExp3_plate15_BC9","Auto-reactivity",0.196710260707198,0.563431998389584,0.299665286294523,0.652209092895075,0.582072522155497,0.27185217908464,0.412554713466276
"huDistalExp3_plate15_BC25","huDistalExp3_plate15_BC25","Auto-reactivity",-0.100580789617112,0.162467999423348,-0.0406384439987761,0.335650305438414,0.0385052393417074,-0.0868194493225755,-0.028039761515788
"huDistalExp3_plate15_BC75","huDistalExp3_plate15_BC75","Auto-reactivity",0.165049518028774,0.0898243274735688,-0.063928620638642,0.660411529709697,0.372038721267029,0.197920811639894,0.282927862480913
"huDistalExp3_plate15_BC32","huDistalExp3_plate15_BC32","Auto-reactivity",-0.150982686971454,-0.0182509223959825,-0.153585898743476,0.232826920765058,0.198125315528931,-0.0343716005726526,0.124941367584216
"huDistalExp3_plate15_BC12","huDistalExp3_plate15_BC12","Auto-reactivity",-0.0102819223308809,0.239273153462385,0.0713132293096961,0.330303395261182,0.395109436676891,0.374348030576973,0.217555863507916
"huDistalExp3_plate15_BC87","huDistalExp3_plate15_BC87","Auto-reactivity",0.114371676322584,0.0546509901002536,-0.0301279903059155,0.277752634151335,0.252507219543915,0.390526236632411,0.226972403550707
"huDistalExp3_plate15_BC51","huDistalExp3_plate15_BC51","Auto-reactivity",0.373440001981972,0.204055429484322,0.136273044590761,0.478563682689445,0.36483748303515,0.293437174185711,0.378890551481939
"huDistalExp3_plate15_BC82","huDistalExp3_plate15_BC82","Auto-reactivity",0.264613859523937,0.178078457660425,0.193785825343002,0.479667311262928,0.551748318231384,0.370048290465072,0.581238210022384
"huDistalExp3_plate15_BC29","huDistalExp3_plate15_BC29","Auto-reactivity",0.108271094733662,-0.177879099990195,-0.258371046971455,0.489179372796867,0.547825736023455,0.0698197885739616,0.251586070111553
"huDistalExp3_plate15_BC77","huDistalExp3_plate15_BC77","Auto-reactivity",0.150930893590575,-0.0525810649120006,0.0494918695191054,0.796425539510741,0.469825850683071,0.411157970540027,0.252187503412093
"huDistalExp3_plate16_BC10","huDistalExp3_plate16_BC10","Auto-reactivity",0.0706907559232409,0.152448183489747,-0.235814260902364,0.253301410828316,0.275288063188693,0.146419138352393,0.145989975704659
"huDistalExp3_plate16_BC57","huDistalExp3_plate16_BC57","Auto-reactivity",-0.0505210961161148,-0.041175502819951,-0.352977549564703,0.0763902967890768,0.0329478881471443,0.152394147725602,0.161646416976278
"huDistalExp3_plate16_BC38","huDistalExp3_plate16_BC38","Auto-reactivity",0.199244285752223,0.0896760405250973,0.0232926003075651,0.484839995173498,0.496725259127413,0.415821470296883,0.383506698957265
"huDistalExp3_plate16_BC58","huDistalExp3_plate16_BC58","Auto-reactivity",0.0345741932718741,-0.173687155371631,-0.195081746380126,0.399716446341386,0.277057066530582,0.123570274964568,0.210265504705563
"huDistalExp3_plate16_BC2","huDistalExp3_plate16_BC2","Auto-reactivity",0.197914078873988,0.330983068481626,-0.194494503242607,0.4146971317859,0.254449319054436,0.228865992921304,0.279452571388251
"huDistalExp3_plate16_BC31","huDistalExp3_plate16_BC31","Auto-reactivity",0.0657789404635184,0.0402472123578682,-0.00593182505126266,0.704093761167293,0.631602983932636,0.252991372704017,0.299115119429751
"huDistalExp3_plate16_BC60","huDistalExp3_plate16_BC60","Auto-reactivity",-0.00264937795200559,0.116230346891966,0.0309215340335411,0.233024822310901,0.146878234931639,0.190361568291011,0.288681032716969
"huDistalExp3_plate16_BC78","huDistalExp3_plate16_BC78","Auto-reactivity",0.150973515653473,0.119770007955794,-0.0540626900810713,0.375981932819544,0.286974387752771,0.372376769883642,0.317079937671912
"huDistalExp3_plate16_BC7","huDistalExp3_plate16_BC7","Auto-reactivity",0.0338074059823552,0.0478778263429813,-0.0475573769398886,0.576415147442637,0.597175879533372,0.295080817845859,0.447530533021229
"huDistalExp3_plate16_BC48","huDistalExp3_plate16_BC48","Auto-reactivity",0.295848216044588,0.250857292636755,-0.0443751082600196,0.350253625276103,0.424962222443892,0.472312927514005,0.583451697367313
"huDistalExp3_plate16_BC80","huDistalExp3_plate16_BC80","Auto-reactivity",-0.0496720709268431,0.12722650465071,-0.118717536670179,0.473979514140908,0.317968459399494,0.368882154137671,0.236598719841028
"huDistalExp3_plate16_BC72","huDistalExp3_plate16_BC72","Auto-reactivity",0.114863993578195,0.373416177445345,-0.142943035678838,0.510620782754707,0.324064977532172,0.213850107196682,0.273438550289908
"huDistalExp3_plate16_BC11","huDistalExp3_plate16_BC11","Auto-reactivity",0.0126662935200315,0.0543735335848211,-0.044468560002577,0.501054203018521,0.387962162748697,0.37845959518819,0.438908370180981
"huDistalExp3_plate16_BC94","huDistalExp3_plate16_BC94","Auto-reactivity",0.207865773226253,0.219924178471693,0.112268124714445,0.522604423081111,0.507946982121516,0.499276338852151,0.492938646062529
"huDistalExp3_plate16_BC1","huDistalExp3_plate16_BC1","Auto-reactivity",-0.0131503709894435,-0.00281425011536629,-0.176720008760643,0.180530850021731,0.0802810727869702,0.237150426668435,0.19394318723587
"huDistalExp3_plate16_BC71","huDistalExp3_plate16_BC71","Auto-reactivity",0.150636765083838,-0.075916377063299,-0.155091337364496,0.40337104878669,0.281277993354013,0.325316335597619,0.240528155671183
"huDistalExp3_plate16_BC74","huDistalExp3_plate16_BC74","Auto-reactivity",0.317337851422094,0.606309917292849,0.0123254520193034,0.52266522920333,0.450155503219889,0.667609067241643,0.579168098651619
"huDistalExp3_plate16_BC14","huDistalExp3_plate16_BC14","Auto-reactivity",0.0177478936924321,0.0162454167289614,-0.0982940539584056,0.526927728954749,0.404165720870231,0.2179652564761,0.0883324316577729
"huDistalExp3_plate16_BC17","huDistalExp3_plate16_BC17","SARS-CoV-2",0.269239851956695,0.343894432593043,0.0448188781280824,0.442172555514456,0.327261303698141,0.318170769060031,0.413700346820697
"huDistalExp3_plate16_BC8","huDistalExp3_plate16_BC8","Auto-reactivity",0.470587120762003,0.34824578574462,0.245855433585675,0.618415288431359,0.435061718326575,0.668040421370366,0.658668482726546
"huDistalExp3_plate16_BC28","huDistalExp3_plate16_BC28","Auto-reactivity",0.0116048517330429,-0.00914163046317384,-0.110358965753632,0.482055616475428,0.513413364529558,0.117718113479613,0.0682944652571958
"huDistalExp3_plate16_BC92","huDistalExp3_plate16_BC92","SARS-CoV-2",0.0361776700196713,0.0107763258946481,0.120984709927714,0.404597872821758,0.248346488486748,0.288211687149142,0.307597516489377
"huDistalExp3_plate16_BC66","huDistalExp3_plate16_BC66","Auto-reactivity",0.237085599838695,0.169656037425543,-0.0277571717089232,0.394526567250748,0.178128262085473,0.325953607594833,0.312407136774564
"huDistalExp3_plate16_BC79","huDistalExp3_plate16_BC79","Auto-reactivity",0.213560821774059,0.305612117021573,-0.0822561205887801,0.285545729098427,0.359969925318042,0.316214606178823,0.353743087888277
"huDistalExp3_plate16_BC69","huDistalExp3_plate16_BC69","SARS-CoV-2",-0.172435037698763,0.152992431566446,0.0370128298132535,0.286886970188018,-0.0992809870509799,-0.135921526650906,-0.0980879197727175
"huDistalExp3_plate16_BC95","huDistalExp3_plate16_BC95","Auto-reactivity",0.183556217556063,0.251563900670594,0.280289222778133,0.461633753804631,0.370932011820963,0.461837522712685,0.328791175066979
"huDistalExp3_plate16_BC4","huDistalExp3_plate16_BC4","Auto-reactivity",0.196130889292112,0.431268688061237,-0.11958440002221,0.587571336654914,0.342536962347397,0.239839249347582,0.0182347298546969
"huDistalExp3_plate16_BC24","huDistalExp3_plate16_BC24","SARS-CoV-2",0.184969597564248,0.248582482719322,-0.0759669664019225,0.483278527881444,0.555754087880528,0.428203983453859,0.353198651941995
"huDistalExp3_plate16_BC54","huDistalExp3_plate16_BC54","Auto-reactivity",0.132416418291718,0.104160399319346,-0.0167603948118926,0.0483418439692747,0.137038421908003,0.0702478151122365,0.295355144986655
"huDistalExp3_plate16_BC51","huDistalExp3_plate16_BC51","Auto-reactivity",-0.00605940215269762,0.197663523105215,-0.0916093117277028,0.411370301292738,0.2012348203928,0.135567492347781,0.103171206570169
"huDistalExp3_plate16_BC88","huDistalExp3_plate16_BC88","Auto-reactivity",0.0868292810609851,0.0333380607814383,0.138476554712164,0.624716214461786,0.347357334571205,0.480240867996424,0.631536607709081
"huDistalExp3_plate16_BC21","huDistalExp3_plate16_BC21","Auto-reactivity",0.176829968839013,0.122094707726805,-0.100026542819229,0.621335643505967,0.371585859667469,0.379641679170485,0.340598833538097
"huDistalExp3_plate16_BC39","huDistalExp3_plate16_BC39","Auto-reactivity",0.00700057476683225,0.00512984820086071,-0.320454013322076,0.204534653030878,0.182061094908806,-0.0127066758801808,0.0458035726725823
"huDistalExp3_plate16_BC18","huDistalExp3_plate16_BC18","Auto-reactivity",0.040104188279671,0.0887100860449329,-0.0389835322326101,0.421245557381971,0.350664097302976,0.169266533602139,0.164052181037209
"huDistalExp3_plate16_BC56","huDistalExp3_plate16_BC56","Auto-reactivity",0.132619753385996,0.015646399893284,-0.125223006071285,0.518900284263037,0.263636031996749,0.181327725993115,0.147170733045813
"huDistalExp3_plate16_BC53","huDistalExp3_plate16_BC53","Auto-reactivity",0.401338266485213,0.235257184011187,-0.100353847282048,0.539877465955713,0.46428064849891,0.39344738810732,0.495383457663407
"huDistalExp3_plate16_BC25","huDistalExp3_plate16_BC25","Auto-reactivity",0.108889344806834,0.0903395636003713,-0.0379468437609811,0.659291342234623,0.395049156878956,0.566647298512478,0.611124695087062
"huDistalExp3_plate16_BC15","huDistalExp3_plate16_BC15","Auto-reactivity",0.0387672011891887,0.125884040755134,0.128839533093344,0.325355316118832,0.323856531433209,0.351989249780487,0.366599609581878
"huDistalExp3_plate16_BC34","huDistalExp3_plate16_BC34","Auto-reactivity",0.607184319783343,0.286519396449107,0.0487073668004063,0.770502248283969,0.518716426740245,0.486597432713107,0.455937814055071
"huDistalExp3_plate16_BC40","huDistalExp3_plate16_BC40","SARS-CoV-2",0.0519522686162482,0.057804341701989,0.0128650594573925,0.471180201757996,0.187057383649879,0.190432623228156,0.162918985519788
"huDistalExp3_plate16_BC63","huDistalExp3_plate16_BC63","Auto-reactivity",0.193224851222997,0.0691528128496458,-0.0658028508440561,0.635182142751284,0.395056691375218,0.374116137243851,0.418474401949877
"huDistalExp3_plate16_BC16","huDistalExp3_plate16_BC16","Auto-reactivity",0.393857224378777,0.05116041198562,0.0414831937995407,0.575787317625712,0.413220304467665,0.0863114573084069,0.359550693941638
"huDistalExp3_plate16_BC75","huDistalExp3_plate16_BC75","Auto-reactivity",0.0307324854263511,0.123515236076657,-0.155676558767765,0.506800052647932,0.310660446835359,0.425530283451397,0.324691164150706
"huDistalExp3_plate16_BC6","huDistalExp3_plate16_BC6","Auto-reactivity",0.116510075635389,-0.0749342640165721,-0.209473562694318,0.0451462673941434,0.14769778444671,0.142220201411568,0.153776650015753
"huDistalExp3_plate16_BC45","huDistalExp3_plate16_BC45","Auto-reactivity",0.402157021830831,0.297109264510754,-0.138810557772272,0.337485698852059,0.422449721837769,0.694007689427191,0.635076531744491
"huDistalExp3_plate16_BC86","huDistalExp3_plate16_BC86","Auto-reactivity",0.335419866307196,0.247768628485852,0.0949439597728027,0.707355239140507,0.529277735610291,0.415909811019703,0.587404555952384
"huDistalExp3_plate16_BC26","huDistalExp3_plate16_BC26","Auto-reactivity",0.456281136602681,0.104642733491848,0.0639380599414533,0.756006179842081,0.592118779571611,0.648780177884554,0.752639904974076
"huDistalExp3_plate16_BC27","huDistalExp3_plate16_BC27","Auto-reactivity",0.400717734806513,0.21818464490406,-0.0359159456432412,0.568947894557856,0.48870485323109,0.412862527405885,0.409262866352736
"huDistalExp3_plate16_BC91","huDistalExp3_plate16_BC91","Auto-reactivity",-0.173588244661537,0.0531314666485129,-0.0891545154245158,0.530022956756929,0.203816168538385,0.134601275335815,0.242119190825921
"huDistalExp3_plate16_BC30","huDistalExp3_plate16_BC30","Auto-reactivity",0.118841033301144,0.181039241155347,0.12379754108624,0.72223526372558,0.266520355935511,0.0776900754779574,0.270365997635899
"huDistalExp3_plate16_BC22","huDistalExp3_plate16_BC22","SARS-CoV-2",0.160546193012423,0.185002760448894,0.0308371835892149,0.36196931835288,0.274933287359197,0.285850511537754,0.292043848693218
"huDistalExp3_plate16_BC37","huDistalExp3_plate16_BC37","Auto-reactivity",0.0169398863217447,0.207744264139284,0.0827165942476096,0.476356924827166,0.140971209387447,0.207054156532807,0.287688081070789
"huDistalExp3_plate16_BC67","huDistalExp3_plate16_BC67","Auto-reactivity",0.483761598485424,0.223646375720091,0.186978315655839,0.465583569294457,0.416794578440503,0.484798439277734,0.423389517693104
"huDistalExp3_plate16_BC93","huDistalExp3_plate16_BC93","Auto-reactivity",0.12945801675038,0.437470159832542,0.0693494569134135,0.545738495538709,0.33117654133808,0.346951603209959,0.417788271318356
"huDistalExp3_plate16_BC32","huDistalExp3_plate16_BC32","Auto-reactivity",0.113555073436269,0.225970280294019,-0.0843472578554633,0.427924607170172,0.247325229292446,0.362339251270015,0.318246354532171
"huDistalExp3_plate16_BC29","huDistalExp3_plate16_BC29","Auto-reactivity",0.215045847764948,0.332024100924533,0.0267398144255587,0.550647827536902,0.354280458628015,0.623497502340305,0.595164441018441
"huDistalExp3_plate16_BC43","huDistalExp3_plate16_BC43","Auto-reactivity",0.430759238435629,0.344595578165753,-0.00422182523936193,0.72468133990977,0.243953891063112,0.363176158007243,0.313374034861498
"huDistalExp3_plate16_BC49","huDistalExp3_plate16_BC49","Auto-reactivity",0.175056786857527,0.185504403507477,0.180882345840213,0.500605780891789,0.125517455381292,0.304645076449653,0.223654584207907
"huDistalExp3_plate16_BC76","huDistalExp3_plate16_BC76","Auto-reactivity",-0.00582551784734642,-0.116286386017427,-0.189992720446602,0.301353850157234,0.202762756619097,0.202839506035754,0.0794293059792277
"huDistalExp3_plate16_BC73","huDistalExp3_plate16_BC73","Auto-reactivity",0.336070055733126,0.314522671625756,0.0105380207902604,0.798636576502352,0.344725258719149,0.640946996855341,0.529866688376641
"huDistalExp3_plate16_BC77","huDistalExp3_plate16_BC77","Auto-reactivity",0.223757435914679,0.274818473035336,0.0823317838413602,0.445416022821126,0.387947161071088,0.373024302495257,0.377041363495459
"huDistalExp3_plate17_BC85","huDistalExp3_plate17_BC85","H1N1",0.133748916122959,0.11023896045347,-0.0155933184970982,0.1066568144134,0.0176891148512297,0.00347732312074522,0.127535633738205
"huDistalExp3_plate17_BC28","huDistalExp3_plate17_BC28","H1N1",-0.142908019272434,-0.0640858142712698,-0.189023880081938,-0.0196771426808997,-0.00256351840657343,-0.0672357426846614,-0.0395189795210733
"huDistalExp3_plate17_BC14","huDistalExp3_plate17_BC14","H1N1",-0.116562532919797,0.10004084288253,-0.136832351249365,-0.152975890566099,0.0716327069953172,-0.0453230055621899,-0.0426267030838604
"huDistalExp3_plate17_BC15","huDistalExp3_plate17_BC15","H1N1",0.0287425509613192,0.0972925203477522,-0.02127761561636,-0.125604433607646,-0.008446505646034,-0.0689687207483662,-0.0461427205419612
"huDistalExp3_plate17_BC45","huDistalExp3_plate17_BC45","H1N1",0.324208082679093,0.0648341902838804,-0.0411793436635075,0.207990334994208,0.249586402103243,-0.141594578149081,-0.0889813560084813
"huDistalExp3_plate17_BC43","huDistalExp3_plate17_BC43","H1N1",0.0409966592590261,-0.0689118415530483,-0.0924710363404802,0.0298839496973109,0.194206383916758,-0.11963344055476,-0.199732037551986
"huDistalExp3_plate17_BC38","huDistalExp3_plate17_BC38","H1N1",-0.0680972552955171,0.127368696470963,0.142383063858905,-0.06117246798077,0.0682252099279455,-0.115962394627527,-0.0256039918819656
"huDistalExp3_plate17_BC17","huDistalExp3_plate17_BC17","H1N1",0.00859550115219054,-0.063709954767217,-0.0625665086059401,-0.113996404259791,-0.131640111738368,-0.051169927337798,-0.0399882767875249
"huDistalExp3_plate17_BC78","huDistalExp3_plate17_BC78","H1N1",-0.168165374686989,0.0744137888235163,-0.020942535948875,0.00841468073795981,-0.045674161965661,-0.135008302753433,-0.176929926074607
"huDistalExp3_plate17_BC73","huDistalExp3_plate17_BC73","H1N1",0.236214862911551,0.131818581859199,-0.123585887714935,0.141858254505589,0.0337384575734869,0.0383825866997814,0.0539449040160849
"huDistalExp3_plate17_BC12","huDistalExp3_plate17_BC12","H1N1",0.0509350667408367,0.0914264820840149,-0.203211753552065,-0.152635135759368,-0.0147066688664984,0.0184679615292004,0.00971739089813595
"huDistalExp3_plate17_BC8","huDistalExp3_plate17_BC8","C.ALB",0.0877789239323686,0.272612555493419,0.167185462874021,0.19423161082278,0.235173410100385,-0.0609010448442101,-0.144010578321384
"huDistalExp3_plate17_BC42","huDistalExp3_plate17_BC42","H1N1",-0.163469548448824,0.125640942417133,0.029124384394852,0.167074700381358,0.198348133342493,-0.000912812766177773,-0.0818485811566065
"huDistalExp3_plate17_BC27","huDistalExp3_plate17_BC27","H1N1",0.328329250269278,0.307626925921632,-0.0776997344808427,0.10664770945239,0.014742811484654,0.0150505746452003,0.104112679556764
"huDistalExp3_plate17_BC83","huDistalExp3_plate17_BC83","H1N1",0.626423473183995,0.26957918197659,0.282218926266556,-0.0942902311469472,-0.00163896862796969,-0.0430482556534135,0.0883667948087114
"huDistalExp3_plate17_BC65","huDistalExp3_plate17_BC65","H1N1",-0.0390719766753227,0.0646788420135053,-0.0528201128997656,0.0844775474427216,0.0695425177226479,-0.205300151570492,-0.062232353423511
"huDistalExp3_plate17_BC13","huDistalExp3_plate17_BC13","H1N1",0.0204595949481359,0.110758477162727,0.152676741228935,0.110721313189455,-0.0535605069361319,-0.164501352293919,-0.0432714120477198
